Ente,Unidade,Ano,Mes,Modalidade,Tipo,ProcessoLicitatorio,NumeroEdital,PublicacaoOficial,DataPublicacaoOficial,DataHomologacao,DataPublicacaoEdital,Objeto,Parecer,ValorEstimado,AdiadoSineDie,OrcamentoSigiloso,PercentualRecursosUniao
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283948,PE F029/2022,DIÁRIO OFICIAL DA UNIÃO (DOU),2022-03-24,2022-03-31,2022-03-10,"AQUISIÇÃO DE ÁLCOOL ISOPROPÍLICO INDUSTRIAL, PARA ATENDER AS NECESSIDADES DA COORDENADORIA ESPECIAL DE PROMOÇÃO DA SAÚDE DOS ANIMAIS E CONTROLE DE ZOONOSES (CEPSACZ), VINCULADO À SECRETARIA MUNICIPAL",None,18089.28,NÃO,NÃO,
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283043,PE SRP 019/2022,PORTAL DE TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-03-24,2022-03-30,2022-03-09,"AQUISIÇÃO DE CAMISAS, PARA CAMPANHAS EDUCACIONAIS A SEREM REALIZADAS PELA COORDENADORIA DE EDUCAÇÃO PARA O TRÂNSITO DA SECRETARIA MUNICIPAL DE MOBILIDADE URBANA.",None,121270.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,282635,RGP PE F031/2022,DIÁRIO OFICIAL DA UNIÃO (DOU),2022-03-29,2022-05-10,2022-03-16,"AQUISIÇÃO DE MATERIAIS DE USO HOSPITALAR (CATETER ASPIRAÇÃO TRAQUEAL, SONDA TRATO DIGESTIVO, SONDA TRATO URINÁRIO), PARA ATENDER AS NECESSIDADES DA SECRETARIA DE ALTA E MÉDIA COMPLEXIDADE - SEMUSA.",None,212963.48,NÃO,NÃO,60.0
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2022,4,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,285242,CP S007/2022,DIÁRIO OFICIAL DA UNIÃO,2022-04-18,2022-05-06,2022-03-16,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA EXECUÇÃO DE SERVIÇOS DE DEMOLIÇÃO E CONSTRUÇÃO DO NOVO TERMINAL CEHAB LOCALIZADO NO BAIRRO AEROPORTO, COM FORNECIMENTO DE MÃO DE OBRA, MAT",None,5957673.5,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,284087,RGP PE F030/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-03-28,2022-04-19,2022-03-16,AQUISIÇÃO DE MATERIAIS PARA IMPLEMENTAÇÃO DO SERVIÇO DE CIRURGIA BARIÁTRICA.,None,860252.82,NÃO,NÃO,3.3
MACAE,PREFEITURA MACAE,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,283949,PE 020/2022,DIÁRIO OFICIAL DA UNIÃO,2022-03-29,2022-03-30,2022-03-16,"CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO, MONTAGEM E DESMONTAGEM DE ESTRUTURA PARA REALIZAÇÃO DA PAIXÃO DE CRISTO, A SER APRESENTADO EM ESPAÇO ABERTO NA PRAIA DE IMBETIBA, NOS DIAS 13 (ENSAIO GERAL), 14, 1",None,344454.0,NÃO,NÃO,
MACAE,FUNDO MUN TRÂNSITO E TRANSPORTE MACAÉ,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283564,PE 021/2022,DIÁRIO OFICIAL DA UNIÃO,2022-03-30,2022-04-12,2022-03-16,"AQUISIÇÃO DE BALÕES (BLIMP) DE PUBLICIDADE, PARA ATENDER AS NECESSIDADES DA COORDENAÇÃO DE EDUCAÇÃO PARA O TRÂNSITO DA SECRETARIA MUNICIPAL DE MOBILIDADE URBANA DE MACAÉ",None,23340.0,NÃO,NÃO,
MACAE,FUNDO ESP. DA CÂMARA MUNICIPAL DE MACAE,2022,4,PREGÃO PRESENCIAL,MENOR PREÇO P/ITEM,284768,PP 001/2022FECMM,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2022-04-04,2022-05-04,2022-03-16,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE APARELHOS ELETRODOMÉSTICOS E ELETRÔNICOS DE NATUREZA PERMANENTE, VISANDO ATENDER AS NECESSIDADES DA CÂMARA MUNICIPAL DE MACAÉ.",None,98015.44,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,284097,PE 022/2022 SRP,DIÁRIO OFICIAL DA UNIÃO,2022-03-31,2022-04-01,2022-03-17,"AQUISIÇÃO DE MATERIAIS DE ESCRITÓRIO DIVERSOS, PARA ATENDER AS DEMANDAS DOS DIVERSOS SETORES DA ADMINISTRAÇÃO PÚBLICA",None,741223.72,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,284906,RGP PE F033/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-04-01,2022-05-03,2022-03-21,AQUISIÇÃO DE RESMAS DE PAPEL A4.,None,418879.7,NÃO,NÃO,25.0
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283073,RGP PE F032/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-04-04,2022-04-04,2022-03-22,AQUISIÇÃO DE FENO E RAÇÃO ANIMAL.,None,234192.48,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,CONCORRÊNCIA (LEI 8.666/93),MELHOR TÉCNICA,290807,CP 001/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-11,2022-07-15,2022-03-23,"CONTRATAÇÃO DE 1 (UMA) AGÊNCIA PARA PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE, SOB DEMANDA, COMPREENDENDO O CONJUNTO DE ATIVIDADES REALIZADAS INTEGRADAMENTE QUE TENHAM POR OBJETIVO O ESTUDO, O PLANEJAMENTO",None,6000000.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285803,PE 024/2022,DIÁRIO OFICIAL DA UNIÃO,2022-04-07,2022-04-07,2022-03-24,"PRESTAÇÃO DE SERVIÇOS DE CONTROLE SANITÁRIO INTEGRADO NO COMBATE A PRAGAS URBANAS, ENGLOBANDO: CONTROLE DE PRAGAS E VETORES, DESCUPINIZAÇÃO E DESRATIZAÇÃO NAS ÁREAS INTERNAS E EXTERNAS DAS UNIDADES VI",None,94529.08,NÃO,NÃO,
MACAE,FUNDO MUN ASSIST SOCIAL MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,285169,PE SRP 025/2022,PORTAL DE TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-04-27,2022-04-27,2022-03-29,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS FUNERÁRIOS, COM FORNECIMENTO DE URNAS, PARA ATENDER A DEMANDA DA PROTEÇÃO SOCIAL BÁSICA, DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCI",None,957685.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,284161,CP S008/2022,DOU,2022-05-03,2022-05-03,2022-03-31,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA REFORMA GERAL DO ESTÁDIO CLÁUDIO MOACYR DE AZEVEDO, LOCALIZADO À RODOVIA AMARAL PEIXOTO (RJ-106), S/NO, BARRA DE MACAÉ, MACAÉ-RJ, COM FORN",None,11000176.08,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,284929,CP S009/2022,DOU,2022-05-05,2022-05-20,2022-03-31,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA DEMOLIÇÃO DO ANTIGO PRÉDIO DA GUARDA E ANEXO LATERAL, RETIRADA DE ENTULHOS E EXECUÇÃO DE PAVIMENTAÇÃO EM PARALELOS NA GUARDA DE MACAÉ-RJ.",None,368250.94,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283391,PE F 034/2022,SITE DA PREFEITURA,2022-04-12,2022-04-12,2022-03-30,"CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE DIU (DISPOSITIVO INTRAUTERINO) VISANDO ATENDER AS NECESSIDADES DO PROGRAMA MUNICIPAL DE SAÚDE DA MULHER, VINCULADAS À SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO B",None,274908.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283014,FMS-035/2022,DOU - PUBLICAÇÕES,2022-04-13,2022-04-13,2022-04-01,"AQUISIÇÃO DE MEDICAMENTO COLESTIRAMINA EM PÓ, VISANDO O ATENDIMENTO DA PACIENTE MYLLENA RODRIGUES BONCHAND INTERNADA NO HOSPITAL PÚBLICO MUNICIPAL (HPM), VINCULADA À SECRETARIA MUNICIPAL ADJUNTA DE AL",None,2728.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283857,RGP PE S026/2022,DOU,2022-04-19,2022-04-27,2022-04-01,"AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE OBRAS.",None,70285.22,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,284201,PE F 036/2022,SITE DA PREFEITURA,2022-04-25,2022-04-29,2022-03-31,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (SELADORA DE TUBO PARA BOLSAS DE SANGUE, TERMÔMETRO PARA REFRIGERAÇÃO, TERMO-HIGRÔMETRO MEDIDOR DE TEMPERATURA AMBIENTE",None,36940.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283555,PE F037/2022,DOU - PUBLICAÇÕES,2022-04-19,2022-04-19,2022-04-02,"AQUISIÇÃO DE MEDICAMENTO MESALAZINA CONCENTRAÇÃO 1200 MG, VISANDO ATENDER O MANDADO DE CITAÇÃO E INTIMAÇÃO DE TUTELA ANTECIPADA PROCESSO NO 0008092-48.2018.8.19.0028,AJUIZADO PELA PACIENTE SONIA MAGAL",None,12312.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285064,PE F038/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-04-20,2022-04-29,2022-04-05,AQUISIÇÃO DE MATERIAIS DIVERSOS PARA ATENDER O SERVIÇO DE PODOLOGIA DO MUNICÍPIO.,None,38438.96,NÃO,NÃO,
MACAE,INSTITUTO PREVIDÊNCIA SERV MUN MACAÉ,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285014,PE 030/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-02,2022-05-06,2022-04-11,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE OUTSOURCING DE IMPRESSÃO, PÁGINAS A4, MONOCROMÁTICO E POLICROMÁTICO - DENTRO DA FRANQUIA SEM PAPEL, COM SCANNER DE MESA DE ALTA VELOC",None,130200.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285126,PE 027/2022,DIÁRIO OFICIAL DA UNIÃO,2022-04-28,2022-04-29,2022-04-11,"FORNECIMENTO DE UNIDADES DE DISCO MAGNÉTICO E PENTE DE MEMÓRIA, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE LICITAÇÕES E CONTRATOS E SUAS COORDENADORIAS",None,19193.46,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,284769,PE 028/2022 SRP,DIÁRIO OFICIAL DA UNIÃO,2022-04-28,2022-05-02,2022-04-11,"AQUISIÇÃO DE COLCHÃO DE SOLTEIRO, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA",None,45029.6,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/LOTE,286812,PE SRP  029/2022,PORTAL DE TRANSPARÊNCIA DO MUNICÍPIO DE MACAÉ,2022-04-29,2022-05-17,2022-04-08,"SERVIÇOS DE LOCAÇÃO, MONTAGEM, DESMONTAGEM E OPERAÇÃO DE: SISTEMAS DE SOM AMPLIFICADO, ILUMINAÇÃO, EFEITOS ESPECIAIS, GERADORES, PALCOS, FECHAMENTOS, CAMARINS, BANHEIROS QUÍMICOS, VEÍCULOS E TENDAS, P",None,10693588.76,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,285538,PE 031/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-03,2022-05-05,2022-04-12,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO ESPORTIVO E LOGÍSTICO (DESENVOLVIMENTO DE REGULAMENTO, ORGANIZAÇÃO DE SÚMULA E REALIZAÇÃO DE CONGRESSO TÉCNICO) PARA PROD",None,226608.01,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,4,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283567,PE F039/2022,DOU - PUBLICAÇÕES,2022-04-29,2022-04-29,2022-04-13,"AQUISIÇÃO DE REAGENTES PARA DIAGNÓSTICO DE INFLUENZA, VISANDO ATENDER ÀS NECESSIDADES DO LABORATÓRIO DE ANÁLISES CLÍNICAS NAS DEPENDÊNCIAS DO HOSPITAL PÚBLICO MUNICIPAL – HPM, VINCULADO À SECRETARIA M",None,18054.0,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283568,RGP PE F041/2022,DOU - PUBLICAÇÕES,2022-05-03,2022-05-06,2022-04-13,"AQUISIÇÃO DE MEDICAMENTO MICOFENOLATO DE MOFETILA 500 MG COMPRIMIDO REVESTIDO, VISANDO ATENDER OS MANDADOS DE INTIMAÇÃO PROCESSOS NO 0002347-24.2017.8.19.0028 E NO 0021082-37.2019.8.19.0028, AJUIZADO",None,15524.5,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285826,PE 033/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-18,2022-05-19,2022-04-20,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTOR, COM MANUTENÇÃO E SEGURO INCLUSO, SEM MOTORISTA E SEM COMBUSTÍVEL, PARA ATENDER AS NECESSIDADES DA SECR",None,146400.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,285923,PE 034/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-09,2022-05-27,2022-04-25,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO, COM FORNECIMENTO DE TODOS OS MATERIAIS DE CONSUMO E EQUIPAMENTOS NECESSÁRIOS À EXECUÇÃO DOS SERVIÇOS N",None,1784627.04,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,286951,CP S010/2022,DOU,2022-05-27,2022-07-07,2022-04-26,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA REFORMA DO PRÉDIO DA EMART E TEATRO MUNICIPAL, SITUADO NA AVENIDA RUI BARBOSA, N° 780, CENTRO, MACAÉ – RJ, COM FORNECIMENTO DE MATERIAIS,",None,2688284.57,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,10,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,293115,PE F042/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-10-17,2022-10-25,2022-04-29,"CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE DIU (DISPOSITIVO INTRAUTERINO) VISANDO ATENDER AS NECESSIDADES DO PROGRAMA MUNICIPAL DE SAÚDE DA MULHER, VINCULADAS À SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO B",None,292593.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,TOMADA DE PREÇOS,MENOR PREÇO GLOBAL,286579,TP S001/2022,DOU,2022-05-17,2022-05-18,2022-04-29,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA LIGAÇÃO ELÉTRICA DO BLOCO 4, DO PRÉDIO DO NUPEM, SITUADO A AV. SÃO JOSÉ BARRETO, 764 – SÃO JOSÉ DO BARRETO, MACAÉ - RJ COM FORNECIMENTO DE",None,173972.93,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,6,CONCORRÊNCIA (LEI 8.666/93),MENOR PREÇO GLOBAL,288733,CP S011/2022,DOU,2022-06-01,2022-07-26,2022-04-29,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA ESTABILIZAÇÃO E RECUPERAÇÃO DE PARTE DO ENROCAMENTO DA ORLA PRESIDENTE SODRÉ, NO MUNICÍPIO DE MACAÉ, COM FORNECIMENTO DE MÃO DE OBRA, MATE",None,5048711.06,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285429,PE F044/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-05-16,2022-05-16,2022-05-03,AQUISIÇÃO DE EQUIPAMENTO (DERMATOSCÓPIO).,None,17427.04,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285660,PE F043/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-05-13,2022-05-13,2022-05-03,AQUISIÇÃO DO MEDICAMENTO - SUGAMADEX.,None,1194688.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,288495,RGP PE S037/2022,DOU,2022-05-18,2022-05-19,2022-05-05,"AQUISIÇÃO DE FERRAMENTAS DIVERSAS, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE INTERIOR.",None,40694.49,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,284829,RGPE F 045/2022,DIÁRIO OFICIAL DO MUNICIPIO,2022-05-18,2022-05-18,2022-05-05,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE FENO E RAÇÃO ANIMAL, VISANDO ATENDER ÀS NECESSIDADES DO PROGRAMA MUNICIPAL DE EQUOTERAPIA, VINCULADO À SECRETARIA MUNICIPAL ADJUNTA DE ATENÇÃO BÁ",None,234192.48,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285730,PE 038/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-20,2022-05-23,2022-05-06,"AQUISIÇÃO DE PAPEL PARA IMPRESSÃO (FORMATO A4), PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO – SEMAD.",None,589750.0,NÃO,NÃO,
MACAE,CAMARA MACAE,2022,5,PREGÃO PRESENCIAL,MENOR PREÇO GLOBAL,285626,PP 009/2022,DIÁRIO OFICIAL DO MUNICÍPIO (WWW.MACAE.RJ.GOV.BR),2022-05-18,2022-05-23,2022-05-05,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PRESTAÇÃO DE SERVIÇOS DE OPERAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA, INCLUINDO SERVIÇOS DE ASSISTÊNCIA TÉCNICA, COM FORNECIMENTO DE TODAS AS FERRAMENTAS, EQUIPAME",None,787599.96,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285562,PE S039/2022,DOU,2022-05-23,2022-05-23,2022-05-09,"AQUISIÇÃO DE CAVALETE SINALIZAÇÃO, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE SERVIÇOS PÚBLICOS.",None,80133.75,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,288168,PE S040/2022,DOU,2022-05-25,2022-08-03,2022-05-09,"AQUISIÇÃO DE CADEIRAS DE ESCRITÓRIO, VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADJUNTA DE OBRAS.",None,180077.5,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,287495,PE SRP 041/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-25,2022-06-02,2022-05-11,"AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENE, PARA ATENDER ÀS NECESSIDADES DAS ESCOLAS DA REDE MUNICIPAL DE ENSINO E DA SECRETARIA MUNICIPAL ADJUNTA DE EDUCAÇÃO BÁSICA.",None,5827359.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,285747,PE S042/2022,DOU,2022-05-30,2022-05-30,2022-05-13,CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE GERENCIAMENTO DA FROTA DE VEÍCULOS.,None,10848369.68,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,288142,PE 043/2022,DIÁRIO OFICIAL DA UNIÃO,2022-05-31,2022-06-06,2022-05-16,"AQUISIÇÃO DE MATERIAIS DE LIMPEZA DIVERSOS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE CULTURA",None,107126.54,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,6,PREGÃO ELETRÔNICO,MENOR PREÇO GLOBAL,285852,PE 044/2022,DIÁRIO OFICIAL DA UNIÃO,2022-06-01,2022-06-02,2022-05-17,"SERVIÇO DE MANUTENÇÃO DO SISTEMA DE MONITORAMENTO CFTV E CONTROLE DE ACESSO, DOS CENTROS ADMINISTRATIVOS, COM FORNECIMENTO DE PEÇAS E LOCAÇÃO DOS EQUIPAMENTOS NECESSÁRIOS, PARA ATENDER ÀS NECESSIDADES",None,33500.88,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,5,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285939,PE S045/2022,DOU,2022-05-31,2022-06-01,2022-05-18,AQUISIÇÃO DE PNEUS.,None,348336.97,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,6,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285700,RGP PE F046/2022,DIÁRIO OFICIAL DA UNIÃO – DOU,2022-06-01,2022-06-02,2022-05-19,AQUISIÇÃO DE FENO E RAÇÃO ANIMAL.,None,234192.48,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,283139,PE 015/2022,DIÁRIO OFICIAL DA UNIÃO,2022-03-14,2022-03-28,2022-02-22,"PRESTAÇÃO DE SERVIÇOS DE CONTROLE OPERACIONAL E GERENCIAL DAS OPERAÇÕES DE CONSIGNAÇÃO COM DESCONTO EM FOLHA DE PAGAMENTO, INCLUINDO CESSÃO DE USO DE SOFTWARE, SUPORTE E ASSISTÊNCIA TÉCNICA, PARA ATEN",None,87628.8,NÃO,NÃO,
MACAE,FUNDO MUN SAÚDE MACAÉ,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,282292,PE 022/2022,DIÁRIO OFICIAL DA UNIÃO (DOU),2022-03-11,2022-03-16,2022-02-24,AQUISIÇÃO DE CLORETO DE SÓDIO PADRONIZADO NA REMUME MACAÉ 2018/2019 VISANDO ATENDER ÀS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACÊUTICO – SEMUSA,None,407904.0,NÃO,NÃO,80.0
MACAE,PREFEITURA MACAE,2022,3,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,282600,PE 016/2022,DIÁRIO OFICIAL DA UNIÃO,2022-03-17,2022-03-21,2022-02-25,AQUISIÇÃO E INSTALAÇÃO DE LETREIRO LUMINOSO PARA A FACHADA EXTERNA DO PRÉDIO DA SECRETARIA MUNICIPAL DE ORDEM PÚBLICA,None,26892.89,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,6,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,285587,PE 046/2022,DIÁRIO OFICIAL DA UNIÃO,2022-06-03,2022-06-22,2022-05-20,AQUISIÇÃO DE EQUIPAMENTOS DIVERSOS PARA SETOR AUDIOVISUAL DA SECRETARIA MUNICIPAL ADJUNTA DE COMUNICAÇÃO.,None,109380.0,NÃO,NÃO,
MACAE,PREFEITURA MACAE,2022,6,PREGÃO ELETRÔNICO,MENOR PREÇO P/ITEM,287773,PE 047/2022,DIÁRIO OFICIAL DA UNIÃO,2022-06-07,2022-06-07,2022-05-24,"LOCAÇÃO DE 02 (DOIS) VEÍCULOS AUTOMOTORES DO TIPO CAMINHONETE PICK-UP CABINE DUPLA, INCLUINDO MANUTENÇÃO PREVENTIVA E CORRETIVA, SEGURO TOTAL SEM FRANQUIA, LICENCIAMENTO ANUAL COM IPVA E DEMAIS TRIBUT",None,240900.0,NÃO,NÃO,
